ID,Age,Salary,Experience,Department,City
651,47.0,78268.0,34.0,Sales,New York
652,22.0,64214.0,25.0,HR,London
653,50.0,106871.0,4.0,Finance,Berlin
654,18.0,53602.0,28.0,HR,New York
655,35.0,78331.0,36.0,IT,New York
656,49.0,73901.0,19.0,Finance,Tokyo
657,,88416.0,20.0,IT,London
658,38.0,57196.0,9.0,Admin,Mumbai
659,43.0,,4.0,IT,Berlin
660,42.0,32424.0,35.0,Admin,
661,39.0,37857.0,5.0,Admin,Berlin
662,44.0,,25.0,,New York
663,30.0,101961.0,3.0,IT,
664,50.0,26980.0,38.0,Admin,Tokyo
665,51.0,73290.0,38.0,Finance,
666,58.0,51431.0,34.0,Admin,Tokyo
667,,,0.0,Sales,New York
668,,107711.0,23.0,Admin,Mumbai
669,38.0,51385.0,35.0,Finance,
670,23.0,63158.0,5.0,Sales,Tokyo
671,45.0,48019.0,30.0,,Mumbai
672,,43639.0,19.0,HR,New York
673,22.0,110530.0,23.0,Finance,Berlin
674,48.0,46563.0,24.0,,Berlin
675,22.0,64341.0,35.0,IT,
676,55.0,30776.0,20.0,Finance,
677,20.0,61444.0,,Sales,Berlin
678,40.0,93916.0,23.0,,Mumbai
679,54.0,33711.0,29.0,HR,Berlin
680,54.0,,,Sales,New York
681,27.0,107970.0,,Finance,Tokyo
682,27.0,,6.0,Sales,
683,36.0,55707.0,34.0,Finance,Tokyo
684,34.0,64110.0,27.0,IT,Tokyo
685,38.0,,,HR,New York
686,31.0,107879.0,9.0,Sales,Berlin
687,26.0,63827.0,15.0,Finance,Mumbai
688,18.0,30655.0,15.0,Admin,Tokyo
689,30.0,69859.0,30.0,HR,Berlin
690,21.0,78625.0,24.0,IT,Mumbai
691,18.0,77098.0,12.0,Finance,Tokyo
692,57.0,40251.0,5.0,IT,Mumbai
693,49.0,25526.0,8.0,IT,Berlin
694,51.0,93760.0,35.0,,London
695,45.0,72837.0,19.0,Sales,Berlin
696,48.0,,,Finance,New York
697,25.0,53541.0,20.0,Admin,Mumbai
698,56.0,104083.0,,Finance,London
699,,76027.0,32.0,Admin,Mumbai
700,51.0,59531.0,26.0,IT,Mumbai
701,,33712.0,6.0,HR,Tokyo
702,29.0,90455.0,5.0,Finance,New York
703,18.0,99744.0,14.0,Finance,
704,22.0,30109.0,17.0,,
705,47.0,74268.0,31.0,IT,Berlin
706,47.0,79615.0,10.0,IT,Tokyo
707,,107503.0,19.0,Admin,New York
708,40.0,54759.0,23.0,IT,New York
709,32.0,110708.0,14.0,Sales,Berlin
710,54.0,85112.0,6.0,HR,London
711,38.0,51589.0,20.0,Finance,Tokyo
712,31.0,55015.0,25.0,HR,Tokyo
713,19.0,54009.0,13.0,Finance,Berlin
714,28.0,108309.0,36.0,Sales,Berlin
715,,87046.0,20.0,IT,London
716,55.0,,17.0,Admin,London
717,51.0,31154.0,4.0,Sales,New York
718,55.0,46804.0,2.0,HR,Tokyo
719,,66688.0,22.0,Admin,Tokyo
720,35.0,89288.0,25.0,IT,Berlin
721,47.0,76195.0,36.0,Sales,New York
722,32.0,45581.0,23.0,Admin,Tokyo
723,44.0,77648.0,18.0,Sales,New York
724,51.0,55087.0,24.0,Sales,New York
725,55.0,74930.0,20.0,,
726,50.0,57981.0,11.0,Finance,New York
727,41.0,94298.0,,Admin,
728,32.0,71167.0,3.0,IT,London
729,47.0,,6.0,,Mumbai
730,59.0,68408.0,21.0,IT,Berlin
731,34.0,64499.0,32.0,Finance,Mumbai
732,22.0,77269.0,16.0,,
733,46.0,63559.0,23.0,Finance,
734,,99319.0,,,Berlin
735,27.0,73787.0,27.0,Admin,Berlin
736,34.0,60488.0,,Finance,New York
737,27.0,99441.0,21.0,Sales,Tokyo
738,34.0,99663.0,,Admin,New York
739,37.0,47431.0,33.0,Admin,Berlin
740,41.0,86681.0,5.0,IT,London
741,22.0,88483.0,5.0,Sales,London
742,51.0,74153.0,33.0,HR,New York
743,23.0,31368.0,0.0,Finance,Berlin
744,19.0,52424.0,,IT,
745,30.0,70004.0,20.0,Finance,
746,28.0,108869.0,,HR,
747,40.0,113652.0,1.0,HR,
748,33.0,81985.0,21.0,Admin,Mumbai
749,48.0,,1.0,HR,Berlin
750,28.0,77326.0,9.0,Finance,Berlin
751,33.0,106061.0,33.0,Sales,New York
752,25.0,48398.0,15.0,Sales,Mumbai
753,21.0,75861.0,38.0,Admin,Tokyo
754,57.0,,21.0,Finance,New York
755,21.0,106905.0,11.0,Finance,Tokyo
756,42.0,93577.0,23.0,HR,London
757,,90641.0,39.0,Finance,Tokyo
758,49.0,34078.0,37.0,IT,Berlin
759,20.0,50003.0,9.0,HR,Tokyo
760,44.0,87768.0,34.0,IT,New York
761,46.0,76047.0,31.0,Admin,
762,49.0,96626.0,6.0,Sales,Tokyo
763,36.0,82660.0,20.0,Admin,New York
764,38.0,74786.0,19.0,Sales,New York
765,22.0,26925.0,25.0,Admin,Tokyo
766,35.0,108976.0,3.0,Finance,Mumbai
767,45.0,,21.0,IT,Mumbai
768,,58320.0,,Sales,London
769,,89881.0,39.0,HR,New York
770,,115827.0,20.0,IT,Tokyo
771,23.0,51289.0,14.0,HR,New York
772,18.0,28389.0,21.0,IT,Berlin
773,22.0,50683.0,27.0,IT,New York
774,58.0,38629.0,,Admin,
775,29.0,86550.0,26.0,Sales,Mumbai
776,43.0,49826.0,39.0,,Tokyo
777,51.0,51630.0,27.0,IT,New York
778,31.0,71163.0,25.0,Finance,Mumbai
779,43.0,,,Finance,London
780,44.0,36653.0,24.0,HR,Mumbai
781,,52961.0,,HR,
782,43.0,106941.0,7.0,Admin,Mumbai
783,39.0,99137.0,,,New York
784,47.0,58662.0,34.0,HR,New York
785,34.0,81446.0,5.0,HR,London
786,43.0,46288.0,38.0,IT,Berlin
787,53.0,61877.0,22.0,Admin,Berlin
788,18.0,40313.0,24.0,HR,Berlin
789,25.0,105885.0,18.0,Admin,London
790,52.0,,4.0,Sales,Berlin
791,32.0,35326.0,10.0,Admin,Berlin
792,39.0,26560.0,11.0,Finance,Mumbai
793,31.0,104148.0,9.0,Finance,New York
794,43.0,108186.0,,Admin,New York
795,45.0,51745.0,23.0,Finance,Mumbai
796,40.0,,27.0,Sales,Mumbai
797,31.0,45022.0,35.0,IT,Mumbai
798,41.0,77579.0,36.0,Finance,New York
799,19.0,95316.0,20.0,Finance,Berlin
800,43.0,108847.0,7.0,Admin,Mumbai
801,31.0,53380.0,,Sales,London
802,24.0,27356.0,14.0,,Mumbai
803,20.0,95326.0,39.0,Admin,Tokyo
804,40.0,117447.0,17.0,Admin,Mumbai
805,35.0,114899.0,19.0,Sales,New York
806,55.0,45049.0,5.0,IT,Mumbai
807,52.0,100717.0,11.0,Sales,
808,32.0,41082.0,1.0,IT,London
809,42.0,25661.0,6.0,Sales,Berlin
810,54.0,62412.0,15.0,Admin,Mumbai
811,45.0,27920.0,2.0,Admin,Tokyo
812,27.0,116194.0,,HR,Tokyo
813,56.0,85315.0,26.0,Finance,London
814,34.0,104561.0,39.0,Sales,
815,56.0,33946.0,37.0,HR,Mumbai
816,39.0,,32.0,Finance,Tokyo
817,43.0,70500.0,27.0,Sales,London
818,42.0,41309.0,0.0,IT,Berlin
819,34.0,80230.0,7.0,Finance,Tokyo
820,30.0,55027.0,36.0,Admin,London
821,37.0,,31.0,HR,New York
822,42.0,84321.0,,Finance,
823,21.0,25956.0,3.0,,
824,,99131.0,29.0,Admin,Tokyo
825,20.0,72908.0,5.0,Sales,Mumbai
826,58.0,103339.0,18.0,IT,London
827,35.0,50963.0,31.0,Admin,Tokyo
828,53.0,64443.0,8.0,IT,Mumbai
829,39.0,64063.0,11.0,,Mumbai
830,51.0,105818.0,10.0,Finance,
831,25.0,29703.0,15.0,IT,New York
832,,90128.0,0.0,HR,London
833,36.0,,20.0,HR,London
834,59.0,50849.0,29.0,Admin,New York
835,58.0,56860.0,12.0,,Tokyo
836,54.0,56585.0,,Admin,London
837,23.0,47015.0,3.0,Admin,Tokyo
838,43.0,,27.0,Admin,Tokyo
839,51.0,68585.0,37.0,,Mumbai
840,23.0,,30.0,HR,New York
841,54.0,51017.0,26.0,,Tokyo
842,50.0,101707.0,4.0,HR,Berlin
843,,70350.0,24.0,,New York
844,38.0,37201.0,2.0,,London
845,23.0,,32.0,HR,Mumbai
846,,42778.0,3.0,IT,London
847,,70241.0,24.0,Admin,London
848,47.0,67229.0,19.0,Admin,New York
849,28.0,111652.0,33.0,Sales,London
850,47.0,73364.0,25.0,Finance,Tokyo
851,48.0,,4.0,Finance,London
852,41.0,82056.0,34.0,,Mumbai
853,26.0,52490.0,27.0,Sales,Mumbai
854,20.0,,,Sales,Berlin
855,48.0,51723.0,,,
856,57.0,48279.0,37.0,Sales,London
857,54.0,103301.0,5.0,HR,Mumbai
858,53.0,36561.0,18.0,Admin,New York
859,41.0,91061.0,10.0,Admin,Mumbai
860,48.0,113397.0,,IT,Tokyo
861,23.0,74153.0,,IT,New York
862,19.0,58142.0,20.0,Admin,Berlin
863,,51916.0,23.0,HR,Tokyo
864,45.0,89324.0,33.0,Finance,London
865,28.0,69965.0,21.0,Finance,London
866,21.0,29648.0,2.0,HR,London
867,32.0,60133.0,11.0,Finance,Tokyo
868,,75677.0,27.0,Sales,Tokyo
869,47.0,,29.0,Admin,
870,,95135.0,,Admin,New York
871,19.0,60046.0,20.0,HR,
872,32.0,72064.0,27.0,Finance,London
873,28.0,94350.0,25.0,IT,Mumbai
874,25.0,70893.0,32.0,IT,London
875,43.0,86272.0,20.0,Finance,Berlin
876,22.0,117152.0,34.0,IT,New York
877,,92649.0,33.0,HR,Tokyo
878,43.0,89674.0,17.0,HR,New York
879,21.0,38760.0,10.0,Finance,Tokyo
880,36.0,46927.0,22.0,,Berlin
881,37.0,111475.0,21.0,HR,Berlin
882,50.0,86367.0,16.0,HR,New York
883,37.0,37588.0,4.0,Sales,
884,29.0,77233.0,10.0,Sales,Berlin
885,18.0,69738.0,29.0,HR,London
886,43.0,58397.0,14.0,Finance,London
887,31.0,107189.0,26.0,Admin,Tokyo
888,55.0,101367.0,34.0,Admin,New York
889,54.0,96260.0,32.0,HR,Berlin
890,28.0,101619.0,19.0,HR,
891,53.0,44816.0,15.0,HR,London
892,30.0,,33.0,Finance,Berlin
893,20.0,31276.0,1.0,Sales,New York
894,50.0,104530.0,34.0,,Mumbai
895,23.0,48499.0,39.0,HR,Tokyo
896,27.0,113576.0,27.0,IT,Tokyo
897,,,38.0,Finance,Mumbai
898,40.0,96635.0,,HR,London
899,27.0,110112.0,8.0,IT,Berlin
900,19.0,,19.0,Admin,Tokyo
901,30.0,80204.0,0.0,HR,Mumbai
902,57.0,76886.0,7.0,HR,Mumbai
903,19.0,96652.0,22.0,IT,London
904,37.0,40563.0,2.0,,London
905,18.0,117324.0,3.0,,New York
906,,117464.0,24.0,Admin,Tokyo
907,26.0,34847.0,37.0,HR,New York
908,34.0,51155.0,14.0,Admin,Mumbai
909,26.0,104671.0,20.0,Sales,Berlin
910,28.0,108310.0,34.0,,Berlin
911,32.0,92278.0,13.0,Admin,London
912,41.0,43309.0,35.0,Finance,Berlin
913,,25619.0,11.0,,Berlin
914,52.0,108194.0,16.0,HR,Berlin
915,47.0,75108.0,38.0,Sales,
916,48.0,,8.0,Admin,Berlin
917,22.0,45337.0,34.0,HR,Berlin
918,31.0,106537.0,12.0,,Berlin
919,28.0,91504.0,14.0,Finance,New York
920,26.0,72614.0,17.0,IT,Mumbai
921,51.0,116428.0,32.0,Sales,London
922,29.0,116155.0,5.0,,New York
923,52.0,25281.0,,IT,Tokyo
924,52.0,,22.0,HR,Mumbai
925,18.0,105896.0,26.0,Finance,Mumbai
926,57.0,64030.0,33.0,Finance,Tokyo
927,39.0,26058.0,37.0,Sales,Tokyo
928,46.0,111213.0,13.0,Finance,Tokyo
929,25.0,101260.0,35.0,IT,London
930,,53404.0,7.0,HR,Berlin
931,58.0,54856.0,34.0,IT,Mumbai
932,54.0,34200.0,18.0,Admin,Berlin
933,31.0,89178.0,29.0,,Berlin
934,,58997.0,,Finance,Tokyo
935,52.0,50611.0,19.0,Admin,
936,38.0,66235.0,24.0,Finance,New York
937,54.0,60057.0,39.0,HR,London
938,,26239.0,23.0,HR,Berlin
939,36.0,90661.0,13.0,HR,London
940,31.0,70272.0,,Finance,Tokyo
941,43.0,114393.0,37.0,Admin,New York
942,21.0,,22.0,HR,Tokyo
943,42.0,40398.0,21.0,Admin,New York
944,59.0,,18.0,Finance,Berlin
945,42.0,31638.0,2.0,Admin,New York
946,35.0,31570.0,18.0,Finance,
947,57.0,93785.0,8.0,Finance,New York
948,25.0,,27.0,Sales,London
949,56.0,104141.0,19.0,Finance,London
950,57.0,37115.0,6.0,Finance,Berlin
951,31.0,64062.0,13.0,IT,New York
952,49.0,47911.0,8.0,HR,Mumbai
953,55.0,57556.0,18.0,Sales,Berlin
954,50.0,103131.0,13.0,,New York
955,40.0,26969.0,37.0,Sales,New York
956,32.0,68753.0,35.0,IT,London
957,50.0,107811.0,39.0,Finance,Berlin
958,42.0,29470.0,16.0,HR,New York
959,34.0,35225.0,29.0,Admin,New York
960,,48196.0,8.0,,Berlin
961,19.0,,32.0,IT,Mumbai
962,31.0,62380.0,24.0,Finance,Berlin
963,57.0,73320.0,13.0,Finance,Berlin
964,57.0,72414.0,10.0,IT,Mumbai
965,56.0,40577.0,34.0,Sales,Berlin
966,23.0,113009.0,13.0,Sales,New York
967,23.0,80409.0,,HR,
968,20.0,53625.0,3.0,,
969,24.0,106040.0,3.0,Sales,Tokyo
970,25.0,49089.0,27.0,,Berlin
971,59.0,61487.0,7.0,Finance,
972,32.0,90838.0,1.0,Admin,New York
973,46.0,119795.0,21.0,Finance,New York
974,50.0,75138.0,15.0,Sales,London
975,47.0,67823.0,28.0,HR,London
976,56.0,,29.0,HR,
977,44.0,79061.0,11.0,Admin,London
978,53.0,,,HR,
979,46.0,56890.0,10.0,Sales,Mumbai
980,55.0,104134.0,20.0,Admin,London
981,50.0,72055.0,20.0,,London
982,54.0,44508.0,4.0,HR,Tokyo
983,44.0,67287.0,19.0,IT,New York
984,50.0,103916.0,36.0,HR,New York
985,,51984.0,2.0,Finance,Berlin
986,39.0,33125.0,32.0,Admin,Tokyo
987,19.0,61059.0,8.0,Finance,Mumbai
988,,94569.0,8.0,IT,Mumbai
989,22.0,42087.0,3.0,Sales,Tokyo
990,27.0,30704.0,34.0,HR,Mumbai
991,50.0,85576.0,16.0,Admin,New York
992,55.0,98384.0,33.0,Sales,Mumbai
993,30.0,112128.0,23.0,Finance,Mumbai
994,48.0,97460.0,31.0,Admin,
995,53.0,52208.0,0.0,Sales,Tokyo
996,41.0,110150.0,7.0,Admin,Mumbai
997,32.0,91024.0,,IT,London
998,46.0,64882.0,39.0,IT,Tokyo
999,25.0,50923.0,11.0,HR,Berlin
1000,,54165.0,11.0,HR,Berlin
